"Station Name (LEA)","join_key","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"BELLEVUE POLICE DEPT","BELLEVUE POLICE DEPARTMENT","MI2324700","BELLEVUE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","EATON",TRUE,42.444904,-85.01814,"01/01/2010"
"BEVERLY HILLS POLICE DEPT","BEVERLY HILLS POLICE DEPARTMENT","MI6325500","BEVERLY HILLS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.516968,-83.227844,"08/01/1996"
"BIRCH RUN POLICE DEPT","BIRCH RUN POLICE DEPARTMENT","MI7325800","BIRCH RUN POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.249733,-83.790985,"01/01/1998"
"BRIDGEPORT TOWNSHIP POLICE DEPT","BRIDGEPORT TOWNSHIP POLICE DEPARTMENT","MI7386300","BRIDGEPORT TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.328267,-84.05541,"01/01/1995"
"BRIGHTON POLICE DEPT","BRIGHTON POLICE DEPARTMENT","MI4726900","BRIGHTON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LIVINGSTON",TRUE,42.52486,-83.78741,"01/01/1996"
"BRONSON POLICE DEPT","BRONSON POLICE DEPARTMENT","MI1227200","BRONSON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","BRANCH",TRUE,41.871822,-85.19467,"08/01/1995"
"BUENA VISTA TOWNSHIP POLICE DEPT","BUENA VISTA TOWNSHIP POLICE DEPARTMENT","MI7385600","BUENA VISTA TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.328267,-84.05541,"11/01/2001"
"CADILLAC POLICE DEPT","CADILLAC POLICE DEPARTMENT","MI8328100","CADILLAC POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WEXFORD",TRUE,44.24953,-85.401596,"01/01/1995"
"CALHOUN COUNTY SHERIFF OFFICE","CALHOUN COUNTY SHERIFF'S OFFICE","MI1311300","CALHOUN COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","CALHOUN",TRUE,42.31573,-85.17698,"01/01/1997"
"CARLETON POLICE DEPT","CARLETON POLICE DEPARTMENT","MI5828700","CARLETON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MONROE",TRUE,41.916097,-83.487106,"01/01/1995"
"CARO POLICE DEPT","CARO POLICE DEPARTMENT","MI7929000","CARO POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","TUSCOLA",TRUE,43.488438,-83.39588,"01/01/1995"
"CARROLLTON TOWNSHIP POLICE DEPT","CARROLLTON TOWNSHIP POLICE DEPARTMENT","MI7328800","CARROLLTON TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.466938,-83.93869,"09/01/2001"
"CLARE POLICE DEPT","CLARE POLICE DEPARTMENT","MI1831300","CLARE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ISABELLA; CLARE",TRUE,43.991137,-84.838325,"01/01/1995"
"CLAWSON POLICE DEPT","CLAWSON POLICE DEPARTMENT","MI6331600","CLAWSON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.53662,-83.146484,"05/01/1996"
"CLAY TOWNSHIP POLICE DEPT","CLAY TOWNSHIP POLICE DEPARTMENT","MI7486700","CLAY TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ST CLAIR",TRUE,42.928803,-82.668913,"10/01/1995"
"CLAYTON TOWNSHIP POLICE DEPT","CLAYTON TOWNSHIP POLICE DEPARTMENT","MI2531400","CLAYTON TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.00001,-83.831184,"04/01/2003"
"CLINTON COUNTY SHERIFF OFFICE","CLINTON COUNTY SHERIFF'S OFFICE","MI1911900","CLINTON COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","CLINTON",TRUE,42.98678,-84.53433,"01/01/1997"
"CLINTON POLICE DEPT","CLINTON POLICE DEPARTMENT","MI4632000","CLINTON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LENAWEE",TRUE,41.895915,-84.066853,"01/01/1995"
"CLIO POLICE DEPT","CLIO POLICE DEPARTMENT","MI2532100","CLIO POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.177414,-83.7401,"01/01/1995"
"COLEMAN POLICE DEPT","COLEMAN POLICE DEPARTMENT","MI5632300","COLEMAN POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MIDLAND",TRUE,43.648203,-84.379414,"01/01/1995"
"COLOMA TOWNSHIP POLICE DEPT","COLOMA TOWNSHIP POLICE DEPARTMENT","MI1185300","COLOMA TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","BERRIEN",TRUE,42.201145,-86.294815,"01/01/1995"
"DEARBORN HEIGHTS POLICE DEPT","DEARBORN HEIGHTS POLICE DEPARTMENT","MI8234400","DEARBORN HEIGHTS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.29735,-83.288826,"01/01/1995"
"DEARBORN POLICE DEPT","DEARBORN POLICE DEPARTMENT","MI8234300","DEARBORN POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.314945,-83.19971,"09/01/1998"
"DELTA COUNTY SHERIFF OFFICE","DELTA COUNTY SHERIFF'S OFFICE","MI2112100","DELTA COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","DELTA",TRUE,45.746346,-87.0506,"01/01/1995"
"DEWITT TOWNSHIP POLICE DEPT","DEWITT TOWNSHIP POLICE DEPARTMENT","MI1985700","DEWITT TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","CLINTON",TRUE,42.82777,-84.58978,"01/01/1996"
"DUNDEE POLICE DEPT","DUNDEE POLICE DEPARTMENT","MI5835700","DUNDEE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MONROE",FALSE,41.916097,-83.487106,NA
"DURAND POLICE DEPT","DURAND POLICE DEPARTMENT","MI7835800","DURAND POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SHIAWASSEE",TRUE,42.91206,-83.98626,"01/01/1995"
"EATON COUNTY SHERIFF OFFICE","EATON COUNTY SHERIFF'S OFFICE","MI2312300","EATON COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","EATON",TRUE,42.589614,-84.846524,"01/01/1996"
"EATON RAPIDS POLICE DEPT","EATON RAPIDS POLICE DEPARTMENT","MI2336700","EATON RAPIDS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","EATON",TRUE,42.589614,-84.846524,"01/01/1995"
"FERNDALE POLICE DEPT","FERNDALE POLICE DEPARTMENT","MI6339400","FERNDALE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.46069,-83.13092,"10/01/1996"
"FLAT ROCK POLICE DEPT","FLAT ROCK POLICE DEPARTMENT","MI8239700","FLAT ROCK POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.094505,-83.28089,"01/01/1995"
"FLINT POLICE DEPT","FLINT POLICE DEPARTMENT","MI2539800","FLINT POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.01188,-83.68639,"01/01/2000"
"FLINT TOWNSHIP POLICE DEPT","FLINT TOWNSHIP POLICE DEPARTMENT","MI2539900","FLINT TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.021077,-83.706372,"01/01/1995"
"FOWLERVILLE POLICE DEPT","FOWLERVILLE POLICE DEPARTMENT","MI4740500","FOWLERVILLE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LIVINGSTON",TRUE,42.659294,-84.0731,"01/01/1996"
"FRANKENMUTH POLICE DEPT","FRANKENMUTH POLICE DEPARTMENT","MI7340600","FRANKENMUTH POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.335846,-83.74054,"01/01/1995"
"FREMONT POLICE DEPT","FREMONT POLICE DEPARTMENT","MI6284200","FREMONT POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","NEWAYGO",TRUE,43.467125,-85.94308,"01/01/1995"
"GARDEN CITY POLICE DEPT","GARDEN CITY POLICE DEPARTMENT","MI8242000","GARDEN CITY POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.284664,-83.261953,"01/01/1995"
"GARFIELD TOWNSHIP POLICE DEPT","GARFIELD TOWNSHIP POLICE DEPARTMENT","MI4089200","GARFIELD TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","KALKASKA",TRUE,44.583958,-85.18563,"09/01/2009"
"GENESEE TOWNSHIP POLICE DEPT","GENESEE TOWNSHIP POLICE DEPARTMENT","MI2542200","GENESEE TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.11087,-83.61746,"12/01/1996"
"GRAND BLANC TOWNSHIP POLICE DEPT","GRAND BLANC TOWNSHIP POLICE DEPARTMENT","MI2585200","GRAND BLANC TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.021077,-83.706372,"05/01/1996"
"GRAND RAPIDS POLICE DEPT","GRAND RAPIDS POLICE DEPARTMENT","MI4143600","GRAND RAPIDS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","KENT",TRUE,42.963238,-85.66699,"01/01/2002"
"GREEN OAK TWP PD","GREEN OAK TOWNSHIP POLICE DEPARTMENT","MI4786500","GREEN OAK TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LIVINGSTON",TRUE,42.471466,-83.75533,"01/01/1995"
"HAMBURG TOWNSHIP POLICE DEPT","HAMBURG TOWNSHIP POLICE DEPARTMENT","MI4745100","HAMBURG TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LIVINGSTON",TRUE,42.602532,-83.911718,"01/01/1995"
"HAMPTON TOWNSHIP POLICE DEPT","HAMPTON TOWNSHIP POLICE DEPARTMENT","MI0991500","HAMPTON TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","BAY",TRUE,43.699711,-83.978701,"01/01/1995"
"HAMTRAMCK POLICE DEPT","HAMTRAMCK POLICE DEPARTMENT","MI8245300","HAMTRAMCK POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.284664,-83.261953,"01/01/1997"
"HANCOCK POLICE DEPT","HANCOCK POLICE DEPARTMENT","MI3145400","HANCOCK POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HOUGHTON",TRUE,46.998196,-88.651984,"01/01/1995"
"HARBOR BEACH POLICE DEPT","HARBOR BEACH POLICE DEPARTMENT","MI3245600","HARBOR BEACH POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HURON",TRUE,43.84158,-82.66268,"01/01/1995"
"HART POLICE DEPT","HART POLICE DEPARTMENT","MI6446200","HART POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OCEANA",TRUE,43.706776,-86.36322,"01/01/1996"
"HIGHLAND PARK POLICE DEPT","HIGHLAND PARK POLICE DEPARTMENT","MI8247100","HIGHLAND PARK POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.407394,-83.09832,"02/01/1996"
"HILLSDALE POLICE DEPT","HILLSDALE POLICE DEPARTMENT","MI3047300","HILLSDALE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HILLSDALE",TRUE,41.864475,-84.642409,"01/01/1997"
"HOLLAND POLICE DEPT","HOLLAND POLICE DEPARTMENT","MI7047400","HOLLAND POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ALLEGAN; OTTAWA",TRUE,42.7903,-86.11137,"01/01/1995"
"HOLLY POLICE DEPT","HOLLY POLICE DEPARTMENT","MI6347500","HOLLY POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.7903,-83.626366,"08/01/1996"
"HOUGHTON POLICE DEPT","HOUGHTON POLICE DEPARTMENT","MI3148000","HOUGHTON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HOUGHTON",TRUE,47.121872,-88.56666,"01/01/1995"
"HUDSON POLICE DEPT","HUDSON POLICE DEPARTMENT","MI4648500","HUDSON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LENAWEE",TRUE,41.895915,-84.066853,"01/01/1995"
"INGHAM COUNTY SHERIFF OFFICE","INGHAM COUNTY SHERIFF'S OFFICE","MI3313300","INGHAM COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","INGHAM",TRUE,42.588882,-84.45707,"01/01/2005"
"INKSTER POLICE DEPT","INKSTER POLICE DEPARTMENT","MI8249000","INKSTER POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.295353,-83.30953,"01/01/1997"
"JACKSON COUNTY SHERIFF OFFICE","JACKSON COUNTY SHERIFF'S OFFICE","MI3813800","JACKSON COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","JACKSON",TRUE,42.244713,-84.40929,"06/01/1996"
"KALAMAZOO COUNTY SHERIFF OFFICE","KALAMAZOO COUNTY SHERIFF'S OFFICE","MI3913900","KALAMAZOO COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","KALAMAZOO",TRUE,42.277348,-85.54824,"01/01/1999"
"KALAMAZOO TOWNSHIP POLICE DEPT","KALAMAZOO TOWNSHIP POLICE DEPARTMENT","MI3950000","KALAMAZOO TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","KALAMAZOO",TRUE,42.308212,-85.57017,"01/01/1996"
"KALKASKA COUNTY SHERIFF OFFICE","KALKASKA COUNTY SHERIFF'S OFFICE","MI4014000","KALKASKA COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","KALKASKA",TRUE,44.678881,-85.088992,"01/01/1996"
"LAKE ANGELUS POLICE DEPT","LAKE ANGELUS POLICE DEPARTMENT","MI6351100","LAKE ANGELUS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.68916,-83.30677,"01/01/1995"
"LAKE ORION POLICE DEPT","LAKE ORION POLICE DEPARTMENT","MI6351600","LAKE ORION POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.78467,-83.23938,"09/01/1996"
"LATHRUP VILLAGE POLICE DEPT","LATHRUP VILLAGE POLICE DEPARTMENT","MI6352100","LATHRUP VILLAGE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.490917,-83.222,"05/01/1996"
"LAWTON POLICE DEPT","LAWTON POLICE DEPARTMENT","MI8052400","LAWTON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","VAN BUREN",TRUE,42.283986,-86.305696,"01/01/1995"
"LEELANAU COUNTY SHERIFF OFFICE","LEELANAU COUNTY SHERIFF'S OFFICE","MI4514500","LEELANAU COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","LEELANAU",TRUE,45.146182,-86.051574,"08/01/1995"
"LENNON POLICE DEPT","LENNON POLICE DEPARTMENT","MI7852600","LENNON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE; SHIAWASSEE",TRUE,42.951545,-84.146352,"01/01/1998"
"LITCHFIELD POLICE DEPT","LITCHFIELD POLICE DEPARTMENT","MI3053600","LITCHFIELD POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HILLSDALE",TRUE,41.864475,-84.642409,"01/01/1995"
"LIVONIA POLICE DEPT","LIVONIA POLICE DEPARTMENT","MI8253800","LIVONIA POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.284664,-83.261953,"04/01/2004"
"LOWELL POLICE DEPT","LOWELL POLICE DEPARTMENT","MI4153900","LOWELL POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","KENT",TRUE,42.93503,-85.33708,"01/01/1996"
"LUDINGTON POLICE DEPT","LUDINGTON POLICE DEPARTMENT","MI5354000","LUDINGTON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MASON",TRUE,43.952366,-86.446396,"01/01/1995"
"MADISON HEIGHTS POLICE DEPT","MADISON HEIGHTS POLICE DEPARTMENT","MI6354700","MADISON HEIGHTS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.52001,-83.10876,"03/01/1995"
"MARINE CITY POLICE DEPT","MARINE CITY POLICE DEPARTMENT","MI7455600","MARINE CITY POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ST CLAIR",TRUE,42.716423,-82.491936,"10/01/1995"
"MAYVILLE POLICE DEPT","MAYVILLE POLICE DEPARTMENT","MI7956600","MAYVILLE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","TUSCOLA",TRUE,43.487902,-83.436618,"01/01/1995"
"MELVINDALE POLICE DEPT","MELVINDALE POLICE DEPARTMENT","MI8257200","MELVINDALE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.282562,-83.17502,"01/01/1995"
"METAMORA TOWNSHIP POLICE DEPT","METAMORA TOWNSHIP POLICE DEPARTMENT","MI4457800","METAMORA TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LAPEER",TRUE,42.94418,-83.304245,"01/01/2001"
"MILLINGTON POLICE DEPT","MILLINGTON POLICE DEPARTMENT","MI7958700","MILLINGTON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","TUSCOLA",TRUE,43.487902,-83.436618,"01/01/1998"
"MORENCI POLICE DEPT","MORENCI POLICE DEPARTMENT","MI4659400","MORENCI POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LENAWEE",TRUE,41.7185,-84.21696,"01/01/2000"
"MORRICE POLICE DEPT","MORRICE POLICE DEPARTMENT","MI7859600","MORRICE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SHIAWASSEE",TRUE,42.951545,-84.146352,"01/01/1995"
"MOUNT MORRIS TOWNSHIP POLICE DEPT","MOUNT MORRIS TOWNSHIP POLICE DEPARTMENT","MI2584500","MOUNT MORRIS TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.08927,-83.73842,"12/01/1996"
"MUSKEGON COUNTY SHERIFF OFFICE","MUSKEGON COUNTY SHERIFF'S OFFICE","MI6116100","MUSKEGON COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","MUSKEGON",TRUE,43.235233,-86.24447,"01/01/2000"
"MUSKEGON HEIGHTS POLICE DEPT","MUSKEGON HEIGHTS POLICE DEPARTMENT","MI6160400","MUSKEGON HEIGHTS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MUSKEGON",TRUE,43.202274,-86.24221,"01/01/1995"
"NEW BUFFALO POLICE DEPT","NEW BUFFALO POLICE DEPARTMENT","MI1161100","NEW BUFFALO POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","BERRIEN",TRUE,41.793015,-86.7461,"01/01/1995"
"NEWAYGO POLICE DEPT","NEWAYGO POLICE DEPARTMENT","MI6261600","NEWAYGO POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","NEWAYGO",TRUE,43.562709,-85.791423,"01/01/1999"
"NILES POLICE DEPT","NILES POLICE DEPARTMENT","MI1161900","NILES POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","BERRIEN",TRUE,41.819508,-86.23728,"01/01/1995"
"OSCODA TOWNSHIP POLICE DEPT","OSCODA TOWNSHIP POLICE DEPARTMENT","MI3563900","OSCODA TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","IOSCO",TRUE,44.40959,-83.32964,"01/01/1995"
"OTISVILLE POLICE DEPT","OTISVILLE POLICE DEPARTMENT","MI2564000","OTISVILLE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","GENESEE",TRUE,43.021077,-83.706372,"01/01/1995"
"OXFORD POLICE DEPT","OXFORD POLICE DEPARTMENT","MI6364600","OXFORD POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.824688,-83.26679,"03/01/1996"
"PINCKNEY POLICE DEPT","PINCKNEY POLICE DEPARTMENT","MI4766700","PINCKNEY POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","LIVINGSTON",TRUE,42.456112,-83.94631,"01/01/1995"
"PLEASANT RIDGE POLICE DEPT","PLEASANT RIDGE POLICE DEPARTMENT","MI6367100","PLEASANT RIDGE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.470783,-83.141815,"08/01/1996"
"PLYMOUTH POLICE DEPT","PLYMOUTH POLICE DEPARTMENT","MI8267200","PLYMOUTH POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.372498,-83.46742,"01/01/1995"
"PORT HURON POLICE DEPT","PORT HURON POLICE DEPARTMENT","MI7467600","PORT HURON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ST CLAIR",TRUE,42.978767,-82.42038,"03/01/1996"
"REDFORD TOWNSHIP POLICE DEPT","REDFORD TOWNSHIP POLICE DEPARTMENT","MI8269300","REDFORD TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.398712,-83.296265,"01/01/1997"
"REED CITY POLICE DEPT","REED CITY POLICE DEPARTMENT","MI6769400","REED CITY POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OSCEOLA",TRUE,43.871834,-85.507355,"01/01/1995"
"RICHLAND POLICE DEPT","RICHLAND POLICE DEPARTMENT","MI3969800","RICHLAND POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","KALAMAZOO",TRUE,42.246266,-85.532854,"05/01/2002"
"RIVER ROUGE POLICE DEPT","RIVER ROUGE POLICE DEPARTMENT","MI8270000","RIVER ROUGE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","WAYNE",TRUE,42.273357,-83.13433,"01/01/1995"
"ROOSEVELT PARK POLICE DEPT","ROOSEVELT PARK POLICE DEPARTMENT","MI6171000","ROOSEVELT PARK POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MUSKEGON",TRUE,43.20041,-86.26812,"01/01/2000"
"SAGINAW COUNTY SHERIFF OFFICE","SAGINAW COUNTY SHERIFF'S OFFICE","MI7317300","SAGINAW COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.41693,-83.96713,"02/01/2000"
"SAGINAW POLICE DEPT","SAGINAW POLICE DEPARTMENT","MI7371700","SAGINAW POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","SAGINAW",TRUE,43.328267,-84.05541,"01/01/2000"
"SCHOOLCRAFT POLICE DEPT","SCHOOLCRAFT POLICE DEPARTMENT","MI3973600","SCHOOLCRAFT POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","KALAMAZOO",TRUE,42.246266,-85.532854,"01/01/1995"
"SCOTTVILLE POLICE DEPT","SCOTTVILLE POLICE DEPARTMENT","MI5373700","SCOTTVILLE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MASON",TRUE,43.996636,-86.750814,"06/01/1996"
"SEBEWAING POLICE DEPT","SEBEWAING POLICE DEPARTMENT","MI3273800","SEBEWAING POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HURON",TRUE,43.907616,-82.857045,"01/01/1995"
"SHELBY TOWNSHIP POLICE DEPT","SHELBY TOWNSHIP POLICE DEPARTMENT","MI5074000","SHELBY TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MACOMB",TRUE,42.68191,-83.03435,"01/01/1995"
"SOMERSET TOWNSHIP POLICE DEPT","SOMERSET TOWNSHIP POLICE DEPARTMENT","MI3074500","SOMERSET TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","HILLSDALE",TRUE,41.864475,-84.642409,"01/01/2001"
"SOUTH HAVEN POLICE DEPT","SOUTH HAVEN POLICE DEPARTMENT","MI8074700","SOUTH HAVEN POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ALLEGAN; VAN BUREN",TRUE,42.42695,-86.25557,"01/01/1996"
"SOUTH LYON POLICE DEPT","SOUTH LYON POLICE DEPARTMENT","MI6374800","SOUTH LYON POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.461445,-83.653465,"06/01/1996"
"SOUTH ROCKWOOD POLICE DEPT","SOUTH ROCKWOOD POLICE DEPARTMENT","MI5875000","SOUTH ROCKWOOD POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MONROE",TRUE,41.916097,-83.487106,"01/01/1996"
"SOUTHFIELD POLICE DEPT","SOUTHFIELD POLICE DEPARTMENT","MI6375100","SOUTHFIELD POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.48026,-83.24084,"05/01/1996"
"SPRINGPORT TOWNSHIP POLICE DEPT","SPRINGPORT TOWNSHIP POLICE DEPARTMENT","MI3875800","SPRINGPORT TOWNSHIP POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","JACKSON",TRUE,42.248474,-84.420868,"03/01/2003"
"STERLING HEIGHTS POLICE DEPT","STERLING HEIGHTS POLICE DEPARTMENT","MI5076500","STERLING HEIGHTS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MACOMB",TRUE,42.59104,-83.01116,"03/01/1995"
"STURGIS POLICE DEPT","STURGIS POLICE DEPARTMENT","MI7576800","STURGIS POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ST JOSEPH",TRUE,41.800266,-85.41869,"01/01/1995"
"SYLVAN LAKE POLICE DEPT","SYLVAN LAKE POLICE DEPARTMENT","MI6377300","SYLVAN LAKE POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OAKLAND",TRUE,42.613396,-83.32965,"05/01/1996"
