"Station Name (LEA)","join_key","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"ATHENS POLICE DEPARTMENT","ATHENS POLICE DEPARTMENT","AL0440100","ATHENS POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","LIMESTONE",FALSE,34.803825,-86.95889,NA
"AUTAUGA COUNTY SHERIFF'S OFFICE","AUTAUGA COUNTY SHERIFF'S OFFICE","AL0040000","AUTAUGA COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","AUTAUGA",FALSE,32.4632,-86.47712,NA
"BRUNDIDGE POLICE DEPARTMENT","BRUNDIDGE POLICE DEPARTMENT","AL0550200","BRUNDIDGE POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","PIKE",FALSE,31.72041,-85.81567,NA
"CHAMBERS COUNTY SHERIFF'S OFFICE","CHAMBERS COUNTY SHERIFF'S OFFICE","AL0120000","CHAMBERS COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","CHAMBERS",FALSE,32.89985,-85.40123,NA
"CLANTON POLICE DEPARTMENT","CLAYTON POLICE DEPARTMENT","AL0060200","CLAYTON POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","BARBOUR",FALSE,31.870253,-85.405104,NA
"CLANTON POLICE DEPARTMENT","CLANTON POLICE DEPARTMENT","AL0140100","CLANTON POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","CHILTON",FALSE,32.854051,-86.726607,NA
"COLBERT COUNTY SHERIFF'S OFFICE","COLBERT COUNTY SHERIFF'S OFFICE","AL0200000","COLBERT COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","COLBERT",FALSE,34.73306,-87.70358,NA
"COLUMBIA POLICE DEPARTMENT","COLUMBIA POLICE DEPARTMENT","AL0380400","COLUMBIA POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","HOUSTON",FALSE,31.158193,-85.296398,NA
"ETOWAH COUNTY SHERIFF'S OFFICE","ETOWAH COUNTY SHERIFF'S OFFICE","AL0310000","ETOWAH COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","ETOWAH",FALSE,34.01584,-86.011925,NA
"FRANKLIN COUNTY SHERIFF'S OFFICE","FRANKLIN COUNTY SHERIFF'S OFFICE","AL0330000","FRANKLIN COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","FRANKLIN",FALSE,34.441989,-87.842814,NA
"GORDON POLICE DEPARTMENT","GORDON POLICE DEPARTMENT","AL0380300","GORDON POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","HOUSTON",FALSE,31.14179,-85.096176,NA
"GORDON POLICE DEPARTMENT","GORDO POLICE DEPARTMENT","AL0540200","GORDO POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","PICKENS",FALSE,33.296808,-88.096878,NA
"HANCEVILLE POLICE DEPARTMENT","HANCEVILLE POLICE DEPARTMENT","AL0250200","HANCEVILLE POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","CULLMAN",FALSE,34.131923,-86.869267,NA
"HENRY COUNTY SHERIFFS OFFICE","HENRY COUNTY SHERIFF'S OFFICE","AL0370000","HENRY COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","HENRY",FALSE,31.516978,-85.239971,NA
"JEFFERSON COUNTY SHERIFF'S OFFICE","JEFFERSON COUNTY SHERIFF'S OFFICE","AL0010000","JEFFERSON COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","JEFFERSON",FALSE,33.553444,-86.896536,NA
"LAUDERDALE COUNTY SHERIFFS OFFICE","LAUDERDALE COUNTY SHERIFF'S OFFICE","AL0410000","LAUDERDALE COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","LAUDERDALE",FALSE,34.904122,-87.650997,NA
"MACON COUNTY SHERIFF'S OFFICE","MACON COUNTY SHERIFF'S OFFICE","AL0460000","MACON COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","MACON",FALSE,32.40025,-85.63693,NA
"MARGARET POLICE DEPARTMENT","MARGARET POLICE DEPARTMENT","AL0580800","MARGARET POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","ST CLAIR",FALSE,33.712963,-86.315663,NA
"MIDLAND CITY POLICE DEPARTMENT","MIDLAND CITY POLICE DEPARTMENT","AL0260600","MIDLAND CITY POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","DALE",FALSE,31.430654,-85.609476,NA
"MORGAN COUNTY SHERIFF'S OFFICE","MORGAN COUNTY SHERIFF'S OFFICE","AL0520000","MORGAN COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","MORGAN",FALSE,34.454484,-86.846402,NA
"NEW SITE POLICE DEPARTMENT","NEW SITE POLICE DEPARTMENT","AL0620600","NEW SITE POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","TALLAPOOSA",FALSE,32.863369,-85.799553,NA
"PELHAM POLICE DEPARTMENT","PELHAM POLICE DEPARTMENT","AL0590600","PELHAM POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","SHELBY",FALSE,33.262937,-86.678104,NA
"PICKENS COUNTY SHERIFF'S OFFICE","PICKENS COUNTY SHERIFF'S OFFICE","AL0540000","PICKENS COUNTY SHERIFF'S OFFICE","County","Alabama","AL","East South Central","South","Region III","PICKENS",FALSE,33.296808,-88.096878,NA
"PIEDMONT POLICE DEPARTMENT","PIEDMONT POLICE DEPARTMENT","AL0110300","PIEDMONT POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","CALHOUN",FALSE,33.771706,-85.822513,NA
"REPTON POLICE DEPARTMENT","REPTON POLICE DEPARTMENT","AL0210300","REPTON POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","CONECUH",FALSE,31.428292,-86.992029,NA
"SYLVANIA POLICE DEPARTMENT","SYLVANIA POLICE DEPARTMENT","AL0281200","SYLVANIA POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","DEKALB",FALSE,34.460929,-85.803992,NA
"TUSKEGEE POLICE DEPARTMENT","TUSKEGEE POLICE DEPARTMENT","AL0460100","TUSKEGEE POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","MACON",FALSE,32.436695,-85.69221,NA
"UNION SPRINGS POLICE DEPARTMENT","UNION SPRINGS POLICE DEPARTMENT","AL0090100","UNION SPRINGS POLICE DEPARTMENT","City","Alabama","AL","East South Central","South","Region III","BULLOCK",FALSE,32.13935,-85.716125,NA
"ANCHORAGE POLICE DEPARTMENT","ANCHORAGE POLICE DEPARTMENT","AK0010100","ANCHORAGE POLICE DEPARTMENT","City","Alaska","AK","Pacific","West","Region IV","ANCHORAGE",FALSE,61.17425,-149.284329,NA
"JUNEAU POLICE DEPARTMENT","JUNEAU POLICE DEPARTMENT","AK0010300","JUNEAU POLICE DEPARTMENT","City","Alaska","AK","Pacific","West","Region IV","JUNEAU",FALSE,58.356556,-134.50731,NA
"ALEXANDER POLICE DEPARTMENT","ALEXANDER POLICE DEPARTMENT","AR0600700","ALEXANDER POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","PULASKI; SALINE",TRUE,34.773988,-92.316515,"05/01/2015"
"BARLING POLICE DEPARTMENT","BARLING POLICE DEPARTMENT","AR0660300","BARLING POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","SEBASTIAN",TRUE,35.3253,-94.29946,"01/01/2003"
"BAXTER COUNTY SHERIFFS OFFICE","BAXTER COUNTY SHERIFF'S OFFICE","AR0030000","BAXTER COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","BAXTER",TRUE,36.28071,-92.330438,"10/01/2002"
"BENTON COUNTY SHERIFF'S OFFICE","BENTON COUNTY SHERIFF'S OFFICE","AR0040000","BENTON COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","BENTON",TRUE,36.337825,-94.256187,"01/01/2006"
"BENTON POLICE DEPARTMENT","BENTON POLICE DEPARTMENT","AR0630100","BENTON POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","SALINE",TRUE,34.56359,-92.585594,"04/01/2006"
"CAMP ROBINSON POLICE DEPARTMENT","CAMP ROBINSON POLICE DEPARTMENT","AR0601400","CAMP ROBINSON POLICE DEPARTMENT","Other State Agency","Arkansas","AR","West South Central","South","Region III","PULASKI",TRUE,34.773988,-92.316515,"02/01/2004"
"CONWAY COUNTY SHERIFFS OFFICE","CONWAY COUNTY SHERIFF'S OFFICE","AR0150000","CONWAY COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","CONWAY",TRUE,35.1585,-92.768936,"03/01/2003"
"DOVER POLICE DEPARTMENT","DOVER POLICE DEPARTMENT","AR0580700","DOVER POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","POPE",TRUE,35.455297,-93.031535,"10/01/2003"
"DYER POLICE DEPARTMENT","DYER POLICE DEPARTMENT","AR0170500","DYER POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","CRAWFORD",TRUE,35.583041,-94.236224,"06/01/2012"
"ELKINS POLICE DEPARTMENT","ELKINS POLICE DEPARTMENT","AR0721000","ELKINS POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","WASHINGTON",TRUE,36.0264,-94.0277,"06/01/2006"
"ENGLAND POLICE DEPARTMENT","ENGLAND POLICE DEPARTMENT","AR0430100","ENGLAND POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","LONOKE",TRUE,34.755114,-91.894132,"04/01/2003"
"FAULKNER COUNTY SHERIFFS OFFICE","FAULKNER COUNTY SHERIFF'S OFFICE","AR0230000","FAULKNER COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","FAULKNER",TRUE,35.088737,-92.442505,"07/01/2004"
"FORT SMITH POLICE DEPARTMENT","FORT SMITH POLICE DEPARTMENT","AR0660100","FORT SMITH POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","SEBASTIAN",TRUE,35.38317,-94.4234,"12/01/2002"
"GRANT COUNTY SHERIFFS OFFICE","GRANT COUNTY SHERIFF'S OFFICE","AR0270000","GRANT COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","GRANT",TRUE,34.306824,-92.40039,"01/01/2003"
"HEMPSTEAD COUNTY SHERIFFS OFFICE","HEMPSTEAD COUNTY SHERIFF'S OFFICE","AR0290000","HEMPSTEAD COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","HEMPSTEAD",TRUE,33.728611,-93.665809,"01/01/2003"
"HIGGINSON POLICE DEPARTMENT","HIGGINSON POLICE DEPARTMENT","AR0730900","HIGGINSON POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","WHITE",TRUE,35.254722,-91.753158,"12/01/2013"
"LAWRENCE COUNTY SHERIFF'S OFFICE","LAWRENCE COUNTY SHERIFF'S OFFICE","AR0380000","LAWRENCE COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","LAWRENCE",TRUE,36.070007,-90.957855,"03/01/2005"
"LONOKE COUNTY SHERIFFS OFFICE","LONOKE COUNTY SHERIFF'S OFFICE","AR0430000","LONOKE COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","LONOKE",TRUE,34.78607,-91.89906,"01/01/2003"
"LOWELL POLICE DEPARTMENT","LOWELL POLICE DEPARTMENT","AR0040600","LOWELL POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","BENTON",TRUE,36.2561,-94.13233,"01/01/2003"
"MARION POLICE DEPARTMENT","MARION POLICE DEPARTMENT","AR0180400","MARION POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","CRITTENDEN",TRUE,35.211878,-90.315331,"07/01/2003"
"MONROE COUNTY SHERIFFS OFFICE","MONROE COUNTY SHERIFF'S OFFICE","AR0480000","MONROE COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","MONROE",TRUE,34.69242,-91.31478,"12/01/2003"
"OZARK POLICE DEPARTMENT","OZARK POLICE DEPARTMENT","AR0240100","OZARK POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","FRANKLIN",TRUE,35.508573,-93.887672,"01/01/2003"
"PRESCOTT POLICE DEPARTMENT","PRESCOTT POLICE DEPARTMENT","AR0500100","PRESCOTT POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","NEVADA",TRUE,33.801895,-93.381935,"01/01/2008"
"PULASKI COUNTY SHERIFFS OFFICE","PULASKI COUNTY SHERIFF'S OFFICE","AR0600000","PULASKI COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","PULASKI",TRUE,34.724297,-92.306465,"01/01/2004"
"SEBASTIAN COUNTY SHERIFFS OFFICE","SEBASTIAN COUNTY SHERIFF'S OFFICE","AR0660000","SEBASTIAN COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","SEBASTIAN",TRUE,35.386814,-94.42259,"01/01/2003"
"SPRINGDALE POLICE DEPARTMENT","SPRINGDALE POLICE DEPARTMENT","AR0720200","SPRINGDALE POLICE DEPARTMENT","City","Arkansas","AR","West South Central","South","Region III","BENTON; WASHINGTON",TRUE,36.18645,-94.12982,"01/01/2009"
"WASHINGTON COUNTY SHERIFFS OFFICE","WASHINGTON COUNTY SHERIFF'S OFFICE","AR0720000","WASHINGTON COUNTY SHERIFF'S OFFICE","County","Arkansas","AR","West South Central","South","Region III","WASHINGTON",TRUE,36.034187,-94.17598,"07/01/2003"
"APACHE COUNTY SHERIFF'S OFFICE","APACHE COUNTY SHERIFF'S OFFICE","AZ0010000","APACHE COUNTY SHERIFF'S OFFICE","County","Arizona","AZ","Mountain","West","Region IV","APACHE",FALSE,35.385084,-109.490172,NA
"BISBEE POLICE DEPARTMENT","BISBEE POLICE DEPARTMENT","AZ0020300","BISBEE POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","COCHISE",FALSE,31.840129,-109.775163,NA
"FLORENCE POLICE DEPARTMENT","FLORENCE POLICE DEPARTMENT","AZ0110700","FLORENCE POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","PINAL",FALSE,32.919038,-111.367005,NA
"GILBERT POLICE DEPARTMENT","GILBERT POLICE DEPARTMENT","AZ0071100","GILBERT POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","MARICOPA",TRUE,33.330627,-111.78834,"11/01/2008"
"KEARNY POLICE DEPARTMENT","KEARNY POLICE DEPARTMENT","AZ0110900","KEARNY POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","PINAL",FALSE,32.919038,-111.367005,NA
"MAMMOTH POLICE DEPARTMENT","MAMMOTH POLICE DEPARTMENT","AZ0111100","MAMMOTH POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","PINAL",FALSE,32.919038,-111.367005,NA
"MOHAVE COUNTY SHERIFF'S OFFICE","MOHAVE COUNTY SHERIFF'S OFFICE","AZ0080000","MOHAVE COUNTY SHERIFF'S OFFICE","County","Arizona","AZ","Mountain","West","Region IV","MOHAVE",FALSE,35.717705,-113.749689,NA
"PIMA POLICE DEPARTMENT","PIMA POLICE DEPARTMENT","AZ0050100","PIMA POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","GRAHAM",FALSE,32.931828,-109.87831,NA
"PINETOP-LAKESIDE POLICE DEPARTMENT","PINETOP-LAKESIDE POLICE DEPARTMENT","AZ0091300","PINETOP-LAKESIDE POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","NAVAJO",FALSE,34.15297,-109.97676,NA
"SAHUARITA POLICE DEPARTMENT","SAHUARITA POLICE DEPARTMENT","AZ0100400","SAHUARITA POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","PIMA",FALSE,32.128238,-111.783018,NA
"SAN LUIS POLICE DEPARTMENT","SAN LUIS POLICE DEPARTMENT","AZ0140800","SAN LUIS POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","YUMA",FALSE,32.773942,-113.910905,"04/01/2019"
"SANTA CRUZ COUNTY SHERIFF'S OFFICE","SANTA CRUZ COUNTY SHERIFF'S OFFICE","AZ0120000","SANTA CRUZ COUNTY SHERIFF'S OFFICE","County","Arizona","AZ","Mountain","West","Region IV","SANTA CRUZ",FALSE,31.525733,-110.845228,NA
"SHOW LOW POLICE DEPARTMENT","SHOW LOW POLICE DEPARTMENT","AZ0090300","SHOW LOW POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","NAVAJO",FALSE,35.390934,-110.320908,NA
"SOUTH TUCSON POLICE DEPARTMENT","SOUTH TUCSON POLICE DEPARTMENT","AZ0100100","SOUTH TUCSON POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","PIMA",FALSE,32.2026,-110.96844,NA
"WINSLOW POLICE DEPARTMENT","WINSLOW POLICE DEPARTMENT","AZ0090900","WINSLOW POLICE DEPARTMENT","City","Arizona","AZ","Mountain","West","Region IV","NAVAJO",FALSE,35.026752,-110.70396,NA
"ALHAMBRA POLICE DEPARTMENT","ALHAMBRA POLICE DEPARTMENT","CA0190100","ALHAMBRA POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","LOS ANGELES",FALSE,34.092934,-118.12671,NA
"AMADOR COUNTY SHERIFF'S OFFICE","AMADOR COUNTY SHERIFF'S OFFICE","CA0030000","AMADOR COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","AMADOR",FALSE,38.352863,-120.7679,NA
"ANAHEIM POLICE DEPARTMENT","ANAHEIM POLICE DEPARTMENT","CA0300100","ANAHEIM POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","ORANGE",FALSE,33.675687,-117.777207,NA
"BEAR VALLEY POLICE DEPARTMENT","BEAR VALLEY POLICE DEPARTMENT","CA0151500","BEAR VALLEY POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","KERN",FALSE,35.134567,-118.574615,NA
"BLYTHE POLICE DEPARTMENT","BLYTHE POLICE DEPARTMENT","CA0330300","BLYTHE POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","RIVERSIDE",FALSE,33.612965,-114.59825,NA
"BRENTWOOD POLICE DEPARTMENT","BRENTWOOD POLICE DEPARTMENT","CA0070200","BRENTWOOD POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","CONTRA COSTA",FALSE,37.919037,-121.68469,NA
"BUTTE COUNTY SHERIFFS OFFICE","BUTTE COUNTY SHERIFF'S OFFICE","CA0040000","BUTTE COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","BUTTE",FALSE,39.665959,-121.601919,NA
"CLOVIS POLICE DEPARTMENT","CLOVIS POLICE DEPARTMENT","CA0100100","CLOVIS POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","FRESNO",FALSE,36.82397,-119.692795,NA
"CONCORD POLICE DEPARTMENT","CONCORD POLICE DEPARTMENT","CA0070400","CONCORD POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","CONTRA COSTA",FALSE,37.919479,-121.951543,NA
"DEL REY OAKS POLICE DEPARTMENT","DEL REY OAKS POLICE DEPARTMENT","CA0270200","DEL REY OAKS POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","MONTEREY",FALSE,36.592197,-121.833786,NA
"EL DORADO COUNTY SHERIFFS OFFICE","EL DORADO COUNTY SHERIFF'S OFFICE","CA0090000","EL DORADO COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","EL DORADO",FALSE,38.785532,-120.534398,NA
"GUADALUPE POLICE DEPARTMENT","GUADALUPE POLICE DEPARTMENT","CA0420100","GUADALUPE POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","SANTA BARBARA",FALSE,34.9701,-120.56895,NA
"LOS ANGELES POLICE DEPARTMENT","LOS ANGELES POLICE DEPARTMENT","CA0194200","LOS ANGELES POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","LOS ANGELES",FALSE,34.196398,-118.261862,NA
"MAMMOTH LAKES POLICE DEPARTMENT","MAMMOTH LAKES POLICE DEPARTMENT","CA0260100","MAMMOTH LAKES POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","MONO",FALSE,37.915836,-118.875167,NA
"MANTECA POLICE DEPARTMENT","MANTECA POLICE DEPARTMENT","CA0390300","MANTECA POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","SAN JOAQUIN",FALSE,37.79916,-121.231125,NA
"NEVADA COUNTY SHERIFF'S OFFICE","NEVADA COUNTY SHERIFF'S OFFICE","CA0290000","NEVADA COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","NEVADA",FALSE,39.269234,-121.024475,NA
"NEWARK POLICE DEPARTMENT","NEWARK POLICE DEPARTMENT","CA0010800","NEWARK POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","ALAMEDA",FALSE,37.536236,-122.02951,NA
"OXNARD POLICE DEPARTMENT","OXNARD POLICE DEPARTMENT","CA0560400","OXNARD POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","VENTURA",FALSE,34.200966,-119.181076,NA
"PARADISE POLICE DEPARTMENT","PARADISE POLICE DEPARTMENT","CA0040500","PARADISE POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","BUTTE",FALSE,39.75336,-121.62395,NA
"PARLIER POLICE DEPARTMENT","PARLIER POLICE DEPARTMENT","CA0101100","PARLIER POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","FRESNO",FALSE,36.761006,-119.655019,NA
"PASADENA POLICE DEPARTMENT","PASADENA POLICE DEPARTMENT","CA0195300","PASADENA POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","LOS ANGELES",FALSE,34.149437,-118.1443,NA
"PETALUMA  POLICE DEPARTMENT","PETALUMA POLICE DEPARTMENT","CA0490800","PETALUMA POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","SONOMA",FALSE,38.245697,-122.64498,NA
"ROCKLIN POLICE DEPARTMENT","ROCKLIN POLICE DEPARTMENT","CA0310400","ROCKLIN POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","PLACER",FALSE,38.790062,-121.23455,NA
"SAN FRANCISCO POLICE DEPARTMENT","SAN FRANCISCO POLICE DEPARTMENT","CA0380100","SAN FRANCISCO POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","SAN FRANCISCO",FALSE,37.775047,-122.40381,NA
"SAN JOAQUIN COUNTY SHERIFF'S OFFICE","SAN JOAQUIN COUNTY SHERIFF'S OFFICE","CA0390000","SAN JOAQUIN COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","SAN JOAQUIN",FALSE,37.884598,-121.29794,NA
"SAN MATEO COUNTY SHERIFF'S OFFICE","SAN MATEO COUNTY SHERIFF'S OFFICE","CA0410000","SAN MATEO COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","SAN MATEO",FALSE,37.414663,-122.371545,NA
"SAN PABLO POLICE DEPARTMENT","SAN PABLO POLICE DEPARTMENT","CA0071100","SAN PABLO POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","CONTRA COSTA",FALSE,37.919479,-121.951543,NA
"SANTA ANA POLICE DEPARTMENT","SANTA ANA POLICE DEPARTMENT","CA0301900","SANTA ANA POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","ORANGE",FALSE,33.675687,-117.777207,NA
"SHASTA COUNTY SHERIFF'S OFFICE","SHASTA COUNTY SHERIFF'S OFFICE","CA0450000","SHASTA COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","SHASTA",FALSE,40.582897,-122.395515,NA
"SUSANVILLE POLICE DEPARTMENT","SUSANVILLE POLICE DEPARTMENT","CA0180100","SUSANVILLE POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","LASSEN",FALSE,40.415127,-120.64738,NA
"TULARE POLICE DEPARTMENT","TULARE POLICE DEPARTMENT","CA0540600","TULARE POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","TULARE",FALSE,36.207127,-119.34315,NA
"VALLEJO POLICE DEPARTMENT","VALLEJO POLICE DEPARTMENT","CA0480700","VALLEJO POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","SOLANO",FALSE,38.267226,-121.939594,NA
"WILLIAMS POLICE DEPARTMENT","WILLIAMS POLICE DEPARTMENT","CA0060200","WILLIAMS POLICE DEPARTMENT","City","California","CA","Pacific","West","Region IV","COLUSA",FALSE,39.177739,-122.237563,NA
"YUBA COUNTY SHERIFF'S OFFICE","YUBA COUNTY SHERIFF'S OFFICE","CA0580000","YUBA COUNTY SHERIFF'S OFFICE","County","California","CA","Pacific","West","Region IV","YUBA",FALSE,39.270026,-121.34428,NA
"ARVADA POLICE DEPARTMENT","ARVADA POLICE DEPARTMENT","CO0300100","ARVADA POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","ADAMS; JEFFERSON",TRUE,39.802036,-105.08734,"01/01/2006"
"BACA COUNTY SHERIFF'S OFFICE","BACA COUNTY SHERIFF'S OFFICE","CO0050000","BACA COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","BACA",TRUE,37.41247,-102.61426,"01/01/1997"
"BLUE RIVER POLICE DEPARTMENT","BLUE RIVER POLICE DEPARTMENT","CO0590500","BLUE RIVER POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","SUMMIT",FALSE,39.621023,-106.137555,"01/01/2012"
"BROOMFIELD POLICE DEPARTMENT","BROOMFIELD POLICE DEPARTMENT","CO0640100","BROOMFIELD POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","BROOMFIELD",TRUE,39.921543,-105.07059,"01/01/2001"
"CALHAN POLICE DEPARTMENT","CALHAN POLICE DEPARTMENT","CO0211000","CALHAN POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","EL PASO",TRUE,38.827383,-104.527472,"01/01/1997"
"CANON CITY POLICE DEPARTMENT","CANON CITY POLICE DEPARTMENT","CO0220100","CANON CITY POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","FREMONT",TRUE,38.455658,-105.421438,"01/01/2005"
"CHAFFEE COUNTY SHERIFF'S OFFICE","CHAFFEE COUNTY SHERIFF'S OFFICE","CO0080000","CHAFFEE COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","CHAFFEE",TRUE,38.738244,-106.316955,"01/01/1997"
"CLEAR CREEK COUNTY SHERIFF'S OFFICE","CLEAR CREEK COUNTY SHERIFF'S OFFICE","CO0100000","CLEAR CREEK COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","CLEAR CREEK",TRUE,39.689403,-105.670791,"01/01/1997"
"DURANGO POLICE DEPARTMENT","DURANGO POLICE DEPARTMENT","CO0340100","DURANGO POLICE DEPARTMENT","City","Colorado","CO","Mountain","West","Region IV","LA PLATA",TRUE,37.274067,-107.87903,"01/01/2012"
"EL PASO COUNTY SHERIFF'S OFFICE","EL PASO COUNTY SHERIFF'S OFFICE","CO0210000","EL PASO COUNTY SHERIFF'S OFFICE","County","Colorado","CO","Mountain","West","Region IV","EL PASO",TRUE,38.830826,-104.823685,"01/01/2004"
